25

1:	85 96 46 6

0:	91 8 29 33

4:	24 74 87 86

1:	16 31 14 81

4:	12 95 59 66

1:	84 9 64 13

1:	0 40 20 90

0:	89 65 55 2 28

4:	92 48 72 19

1:	75 38 43 32

0:	88 54 68 80

1:	50 1 27 56

4:	73 44 93 60

4:	78 47 53 57

4:	63 69 42

0:	36 77 17 62

1:	26 94 97 39

1:	30 21 83 11

4:	45 35 25 15

4:	23 49 70 18

1:	4 76 7 99

4:	79 5 82 10

1:	52 51 98 3

4:	34 37 67 22

4:	41 71 58 61


285727
